hospital_name,district,city,speciality,hospital_rating,success_rate,service_readiness_pct,ranking_score,speciality_rank,overall_rank,no_of_patients_treated
Sewa Hospital - Kapurthala,Kapurthala,Hoshiarpur,Ophthalmology,4.2,69.3,50.0,79.59,207,3090,73193
Shivalik Hospital - Amritsar,Amritsar,Mohali,Gynecology,4.3,64.6,31.25,79.58,220,3091,73330
Sewa Medical Centre - Patiala,Patiala,Hoshiarpur,Orthopedics,4.3,64.6,31.25,79.58,197,3092,73467
Shaheed Bhagat Singh Multispeciality Hospital - Mansa,Mansa,Gurdaspur,Orthopedics,4.3,64.6,31.25,79.58,198,3093,73604
Shaheed Bhagat Singh Medical Centre - Malerkotla,Malerkotla,Kapurthala,Pediatrics,4.3,64.6,31.25,79.58,192,3094,73741
Mata Kaushalya Healthcare - Malerkotla,Malerkotla,Rupnagar,Cardiology,4.2,69.2,43.75,79.56,239,3095,73878
Sunrise Healthcare - Barnala,Barnala,Khanna,General Medicine,4.2,69.2,43.75,79.56,222,3096,74015
Punjab Medical Centre - Faridkot,Faridkot,Sangrur,Cardiology,4.3,64.5,25.0,79.55,231,3097,74152
Healing Touch Multispeciality Hospital - Fazilka,Fazilka,Rupnagar,General Medicine,4.3,64.5,31.25,79.55,209,3098,74289
Punjab Hospital - Moga,Moga,Mansa,Ophthalmology,4.3,64.5,31.25,79.55,192,3099,74426
Fortune Medical Centre - Bathinda,Bathinda,Barnala,Orthopedics,4.3,64.5,31.25,79.55,199,3100,74563
Sunrise Multispeciality Hospital - Fazilka,Fazilka,Ludhiana,Neurology,4.2,69.1,37.5,79.53,202,3101,74700
Healing Touch Medical Centre - Sangrur,Sangrur,Moga,Oncology,4.2,69.1,43.75,79.53,187,3102,74837
Prime Care Medical Centre - Rupnagar,Rupnagar,Nawanshahr,Orthopedics,4.2,69.1,31.25,79.53,210,3103,74974
Maharaja Ranjit Singh Medical Centre - Ferozepur,Ferozepur,Rajpura,Pulmonology,4.2,69.1,37.5,79.53,205,3104,75111
Shaheed Bhagat Singh Medical Centre - SAS Nagar,SAS Nagar,Jalandhar,Cardiology,4.3,64.4,31.25,79.52,232,3105,75248
Fortune Multispeciality Hospital - Ferozepur,Ferozepur,Malerkotla,General Medicine,4.3,64.4,31.25,79.52,210,3106,75385
Guru Nanak Medical Centre - Rupnagar,Rupnagar,Nawanshahr,General Medicine,4.3,64.4,25.0,79.52,212,3107,75522
Maharaja Ranjit Singh Multispeciality Hospital - Fazilka,Fazilka,Gurdaspur,General Medicine,4.3,64.4,31.25,79.52,211,3108,75659
Fortune Hospital - Muktsar,Muktsar,Ludhiana,General Surgery,4.3,64.4,25.0,79.52,203,3109,75796
Maharaja Ranjit Singh Medical Centre - Pathankot,Pathankot,Mohali,Ophthalmology,4.3,64.4,25.0,79.52,193,3110,75933
Fortune Healthcare - Malerkotla,Malerkotla,Amritsar,Pediatrics,4.3,64.4,31.25,79.52,193,3111,76070
Punjab Healthcare - Rupnagar,Rupnagar,Abohar,Pulmonology,4.3,64.4,31.25,79.52,201,3112,76207
Guru Nanak Multispeciality Hospital - SAS Nagar,SAS Nagar,Rupnagar,General Medicine,4.2,69.0,50.0,79.5,223,3113,76344
Medicare Hospital - Ludhiana,Ludhiana,Mansa,Nephrology,4.2,69.0,37.5,79.5,233,3114,76481
Sunrise Hospital - Moga,Moga,Nawanshahr,Oncology,4.2,69.0,37.5,79.5,188,3115,76618
Maharaja Ranjit Singh Hospital - Gurdaspur,Gurdaspur,Firozpur,Pulmonology,4.2,69.0,37.5,79.5,206,3116,76755
Sunrise Healthcare - Muktsar,Muktsar,Kapurthala,Cardiology,4.3,64.3,25.0,79.49,233,3117,76892
Mata Kaushalya Medical Centre - Malerkotla,Malerkotla,Barnala,Neurology,4.3,64.3,25.0,79.49,191,3118,77029
Mata Kaushalya Multispeciality Hospital - Sangrur,Sangrur,Rupnagar,Orthopedics,4.3,64.3,31.25,79.49,200,3119,77166
Shivalik Medical Centre - Jalandhar,Jalandhar,Firozpur,Gastroenterology,4.2,68.9,43.75,79.47,231,3120,77303
Medicare Multispeciality Hospital - Jalandhar,Jalandhar,Rajpura,Nephrology,4.2,68.9,43.75,79.47,234,3121,77440
Maharaja Ranjit Singh Healthcare - Amritsar,Amritsar,Mohali,Pediatrics,4.2,68.9,37.5,79.47,202,3122,77577
Maharaja Ranjit Singh Medical Centre - Fazilka,Fazilka,Sangrur,Pediatrics,4.2,68.9,25.0,79.47,203,3123,77714
Fortune Medical Centre - Rupnagar,Rupnagar,Rajpura,Cardiology,4.3,64.2,31.25,79.46,235,3124,77851
Shaheed Bhagat Singh Medical Centre - Amritsar,Amritsar,Jalandhar,Cardiology,4.3,64.2,31.25,79.46,234,3125,77988
Medicare Multispeciality Hospital - Fazilka,Fazilka,Abohar,Gastroenterology,4.3,64.2,25.0,79.46,223,3126,78125
Healing Touch Healthcare - Rupnagar,Rupnagar,Pathankot,Gynecology,4.3,64.2,25.0,79.46,221,3127,78262
Sewa Medical Centre - Fazilka,Fazilka,Jalandhar,Nephrology,4.3,64.2,18.75,79.46,226,3128,78399
Sewa Medical Centre - Tarn Taran,Tarn Taran,Sangrur,Neurology,4.3,64.2,25.0,79.46,192,3129,78536
Healing Touch Medical Centre - Malerkotla,Malerkotla,Jalandhar,Ophthalmology,4.3,64.2,25.0,79.46,194,3130,78673
Sewa Medical Centre - Rupnagar,Rupnagar,Mansa,Pediatrics,4.3,64.2,31.25,79.46,194,3131,78810
Shaheed Bhagat Singh Medical Centre - Patiala,Patiala,Abohar,Cardiology,4.2,68.8,37.5,79.44,240,3132,78947
Sewa Hospital - Moga,Moga,Pathankot,General Surgery,4.2,68.8,31.25,79.44,209,3133,79084
Guru Nanak Medical Centre - Tarn Taran,Tarn Taran,Abohar,Gynecology,4.2,68.8,37.5,79.44,231,3134,79221
Sunrise Healthcare - Moga,Moga,Mohali,Ophthalmology,4.2,68.8,37.5,79.44,208,3135,79358
Prime Care Hospital - Ferozepur,Ferozepur,Ludhiana,General Medicine,4.3,64.1,25.0,79.43,213,3136,79495
Shivalik Hospital - Faridkot,Faridkot,Mohali,Neurology,4.3,64.1,31.25,79.43,193,3137,79632
City Care Multispeciality Hospital - Nawanshahr,Nawanshahr,Jalandhar,Ophthalmology,4.3,64.1,31.25,79.43,195,3138,79769
Sunrise Multispeciality Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Gurdaspur,Ophthalmology,4.3,64.1,31.25,79.43,196,3139,79906
Healing Touch Multispeciality Hospital - Nawanshahr,Nawanshahr,Ludhiana,Pediatrics,4.3,64.1,25.0,79.43,195,3140,80043
Lifeline Healthcare - Muktsar,Muktsar,Rajpura,Urology,4.3,64.1,25.0,79.43,195,3141,80180
Shivalik Hospital - SAS Nagar,SAS Nagar,Gurdaspur,Urology,4.3,64.1,12.5,79.43,196,3142,80317
Prime Care Medical Centre - Malerkotla,Malerkotla,Hoshiarpur,Dermatology,4.2,68.7,43.75,79.41,211,3143,80454
Maharaja Ranjit Singh Hospital - Ferozepur,Ferozepur,Abohar,Dermatology,4.3,64.0,25.0,79.4,208,3144,80591
Lifeline Medical Centre - Jalandhar,Jalandhar,Mansa,Orthopedics,4.3,64.0,18.75,79.4,201,3145,80728
City Care Healthcare - Hoshiarpur,Hoshiarpur,Malerkotla,Pulmonology,4.3,64.0,25.0,79.4,202,3146,80865
Mata Kaushalya Multispeciality Hospital - Amritsar,Amritsar,Pathankot,Pulmonology,4.3,64.0,25.0,79.4,203,3147,81002
Lifeline Medical Centre - Malerkotla,Malerkotla,Khanna,Cardiology,4.2,68.6,37.5,79.38,241,3148,81139
Punjab Medical Centre - Rupnagar,Rupnagar,Kapurthala,General Surgery,4.2,68.6,37.5,79.38,210,3149,81276
Apex Medical Centre - Fatehgarh Sahib,Fatehgarh Sahib,Ludhiana,Pediatrics,4.2,68.6,31.25,79.38,204,3150,81413
Healing Touch Hospital - Kapurthala,Kapurthala,Barnala,Oncology,4.3,63.9,25.0,79.37,176,3151,81550
Apex Healthcare - Nawanshahr,Nawanshahr,Barnala,General Medicine,4.2,68.5,37.5,79.35,224,3152,81687
Maharaja Ranjit Singh Multispeciality Hospital - Moga,Moga,Patiala,Oncology,4.2,68.5,37.5,79.35,189,3153,81824
Prime Care Hospital - Patiala,Patiala,Sangrur,Pediatrics,4.2,68.5,31.25,79.35,205,3154,81961
Shaheed Bhagat Singh Healthcare - Fatehgarh Sahib,Fatehgarh Sahib,Firozpur,Pediatrics,4.2,68.5,50.0,79.35,206,3155,82098
Sunrise Hospital - Kapurthala,Kapurthala,Patiala,Urology,4.2,68.5,43.75,79.35,202,3156,82235
Lifeline Multispeciality Hospital - Tarn Taran,Tarn Taran,Pathankot,Gynecology,4.3,63.8,18.75,79.34,223,3157,82372
Shivalik Medical Centre - Rupnagar,Rupnagar,Mansa,Gynecology,4.3,63.8,25.0,79.34,222,3158,82509
Medicare Medical Centre - Nawanshahr,Nawanshahr,Gurdaspur,Neurology,4.3,63.8,18.75,79.34,194,3159,82646
Mata Kaushalya Medical Centre - Bathinda,Bathinda,Gurdaspur,Ophthalmology,4.3,63.8,18.75,79.34,197,3160,82783
Prime Care Healthcare - Amritsar,Amritsar,Rupnagar,Orthopedics,4.3,63.8,25.0,79.34,202,3161,82920
Apex Hospital - Tarn Taran,Tarn Taran,Khanna,Dermatology,4.2,68.4,37.5,79.32,213,3162,83057
Shivalik Healthcare - Ludhiana,Ludhiana,Sangrur,Dermatology,4.2,68.4,31.25,79.32,212,3163,83194
Punjab Hospital - Fazilka,Fazilka,Moga,Pediatrics,4.2,68.4,37.5,79.32,207,3164,83331
Healing Touch Multispeciality Hospital - Gurdaspur,Gurdaspur,Hoshiarpur,Urology,4.2,68.4,31.25,79.32,203,3165,83468
Prime Care Hospital - Ferozepur,Ferozepur,Moga,Cardiology,4.3,63.7,25.0,79.31,236,3166,83605
Prime Care Multispeciality Hospital - Mansa,Mansa,Barnala,Dermatology,4.2,68.3,37.5,79.29,215,3167,83742
Punjab Healthcare - Fatehgarh Sahib,Fatehgarh Sahib,Rajpura,Dermatology,4.2,68.3,31.25,79.29,214,3168,83879
Guru Nanak Medical Centre - Ferozepur,Ferozepur,Barnala,ENT,4.2,68.3,37.5,79.29,216,3169,84016
Fortune Hospital - Malerkotla,Malerkotla,Kapurthala,General Medicine,4.3,63.6,18.75,79.28,214,3170,84153
Mata Kaushalya Healthcare - Patiala,Patiala,Ludhiana,Orthopedics,4.3,63.6,25.0,79.28,203,3171,84290
Punjab Hospital - Jalandhar,Jalandhar,Hoshiarpur,General Surgery,4.2,68.2,37.5,79.26,211,3172,84427
Apex Healthcare - Mansa,Mansa,Barnala,Nephrology,4.2,68.2,37.5,79.26,236,3173,84564
City Care Hospital - Amritsar,Amritsar,Pathankot,Nephrology,4.2,68.2,37.5,79.26,235,3174,84701
Punjab Healthcare - Muktsar,Muktsar,Rajpura,Cardiology,4.3,63.5,25.0,79.25,237,3175,84838
Shivalik Multispeciality Hospital - Patiala,Patiala,Rupnagar,Gastroenterology,4.3,63.5,25.0,79.25,224,3176,84975
Mata Kaushalya Hospital - Pathankot,Pathankot,Nawanshahr,Nephrology,4.3,63.5,18.75,79.25,227,3177,85112
Maharaja Ranjit Singh Healthcare - Moga,Moga,Nawanshahr,Neurology,4.3,63.5,25.0,79.25,195,3178,85249
Fortune Healthcare - Mansa,Mansa,Rupnagar,Pediatrics,4.3,63.5,25.0,79.25,196,3179,85386
Healing Touch Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Malerkotla,General Surgery,4.2,68.1,43.75,79.23,212,3180,85523
Fortune Hospital - Gurdaspur,Gurdaspur,Amritsar,Orthopedics,4.2,68.1,50.0,79.23,211,3181,85660
Sewa Medical Centre - Moga,Moga,Hoshiarpur,Urology,4.2,68.1,37.5,79.23,204,3182,85797
Lifeline Multispeciality Hospital - Mansa,Mansa,Patiala,ENT,4.3,63.4,25.0,79.22,211,3183,85934
Healing Touch Hospital - Bathinda,Bathinda,Kapurthala,Orthopedics,4.3,63.4,25.0,79.22,204,3184,86071
Mata Kaushalya Medical Centre - Rupnagar,Rupnagar,Gurdaspur,Urology,4.3,63.4,12.5,79.22,197,3185,86208
City Care Hospital - Rupnagar,Rupnagar,Firozpur,General Medicine,4.2,68.0,37.5,79.2,225,3186,86345
Shaheed Bhagat Singh Medical Centre - Bathinda,Bathinda,Phagwara,Urology,4.2,68.0,37.5,79.2,205,3187,86482
Sewa Multispeciality Hospital - Muktsar,Muktsar,Patiala,Cardiology,4.3,63.3,18.75,79.19,238,3188,86619
Punjab Multispeciality Hospital - Amritsar,Amritsar,Kapurthala,Dermatology,4.3,63.3,25.0,79.19,209,3189,86756
Guru Nanak Multispeciality Hospital - Ferozepur,Ferozepur,Abohar,Gastroenterology,4.3,63.3,18.75,79.19,226,3190,86893
Healing Touch Medical Centre - Nawanshahr,Nawanshahr,Nawanshahr,Gastroenterology,4.3,63.3,25.0,79.19,225,3191,87030
Apex Healthcare - Kapurthala,Kapurthala,Sangrur,General Medicine,4.3,63.3,18.75,79.19,215,3192,87167
Sewa Healthcare - Kapurthala,Kapurthala,Barnala,Gastroenterology,4.2,67.9,37.5,79.17,232,3193,87304
Punjab Medical Centre - Nawanshahr,Nawanshahr,Patiala,General Surgery,4.2,67.9,31.25,79.17,213,3194,87441
Shivalik Multispeciality Hospital - Fazilka,Fazilka,Ludhiana,Gynecology,4.2,67.9,37.5,79.17,232,3195,87578
Medicare Medical Centre - Fazilka,Fazilka,Rupnagar,Ophthalmology,4.2,67.9,25.0,79.17,209,3196,87715
Lifeline Medical Centre - Moga,Moga,Pathankot,Pediatrics,4.2,67.9,37.5,79.17,208,3197,87852
Punjab Healthcare - Hoshiarpur,Hoshiarpur,Mohali,Urology,4.2,67.9,25.0,79.17,206,3198,87989
Prime Care Medical Centre - Patiala,Patiala,Firozpur,General Surgery,4.3,63.2,25.0,79.16,204,3199,88126
Sunrise Multispeciality Hospital - Faridkot,Faridkot,Gurdaspur,Nephrology,4.3,63.2,12.5,79.16,228,3200,88263
Fortune Medical Centre - Rupnagar,Rupnagar,Khanna,Ophthalmology,4.3,63.2,25.0,79.16,199,3201,88400
Shaheed Bhagat Singh Medical Centre - Muktsar,Muktsar,Pathankot,Ophthalmology,4.3,63.2,18.75,79.16,198,3202,88537
Prime Care Medical Centre - Gurdaspur,Gurdaspur,Kapurthala,Pediatrics,4.3,63.2,12.5,79.16,197,3203,88674
Guru Nanak Hospital - Muktsar,Muktsar,Patiala,Dermatology,4.2,67.8,37.5,79.14,216,3204,88811
Shivalik Multispeciality Hospital - Muktsar,Muktsar,Patiala,ENT,4.2,67.8,43.75,79.14,217,3205,88948
Apex Hospital - Sangrur,Sangrur,Pathankot,Ophthalmology,4.2,67.8,37.5,79.14,212,3206,89085
City Care Medical Centre - Ludhiana,Ludhiana,Gurdaspur,Ophthalmology,4.2,67.8,43.75,79.14,211,3207,89222
Shivalik Multispeciality Hospital - Gurdaspur,Gurdaspur,Khanna,Ophthalmology,4.2,67.8,37.5,79.14,210,3208,89359
Maharaja Ranjit Singh Multispeciality Hospital - Kapurthala,Kapurthala,Phagwara,Nephrology,4.3,63.1,25.0,79.13,229,3209,89496
Sunrise Hospital - Malerkotla,Malerkotla,Abohar,Cardiology,4.2,67.7,25.0,79.11,242,3210,89633
Fortune Multispeciality Hospital - Muktsar,Muktsar,Phagwara,Gastroenterology,4.2,67.7,31.25,79.11,233,3211,89770
Shivalik Multispeciality Hospital - Amritsar,Amritsar,Hoshiarpur,General Medicine,4.2,67.7,37.5,79.11,226,3212,89907
Guru Nanak Hospital - Sangrur,Sangrur,Jalandhar,General Surgery,4.2,67.7,31.25,79.11,214,3213,90044
Shivalik Healthcare - Mansa,Mansa,Muktsar,General Surgery,4.2,67.7,31.25,79.11,215,3214,90181
Shivalik Healthcare - Ferozepur,Ferozepur,Khanna,Orthopedics,4.2,67.7,50.0,79.11,212,3215,90318
Mata Kaushalya Medical Centre - Ludhiana,Ludhiana,Rupnagar,Urology,4.2,67.7,25.0,79.11,207,3216,90455
Guru Nanak Medical Centre - Fatehgarh Sahib,Fatehgarh Sahib,Amritsar,General Surgery,4.3,63.0,25.0,79.1,205,3217,90592
Healing Touch Healthcare - Barnala,Barnala,Moga,Gynecology,4.3,63.0,12.5,79.1,224,3218,90729
Guru Nanak Hospital - Patiala,Patiala,Rajpura,Oncology,4.3,63.0,18.75,79.1,177,3219,90866
Mata Kaushalya Hospital - Rupnagar,Rupnagar,Hoshiarpur,Ophthalmology,4.3,63.0,25.0,79.1,200,3220,91003
Punjab Medical Centre - Kapurthala,Kapurthala,Barnala,Orthopedics,4.3,63.0,25.0,79.1,205,3221,91140
Apex Hospital - Faridkot,Faridkot,Mohali,Urology,4.3,63.0,25.0,79.1,198,3222,91277
Shivalik Hospital - Mansa,Mansa,Khanna,Gastroenterology,4.2,67.6,43.75,79.08,234,3223,91414
Fortune Multispeciality Hospital - Pathankot,Pathankot,Malerkotla,Gynecology,4.2,67.6,37.5,79.08,233,3224,91551
Sunrise Hospital - Nawanshahr,Nawanshahr,Pathankot,General Surgery,4.3,62.9,25.0,79.07,206,3225,91688
Healing Touch Healthcare - Fazilka,Fazilka,Mansa,Cardiology,4.2,67.5,31.25,79.05,243,3226,91825
Prime Care Medical Centre - Nawanshahr,Nawanshahr,Pathankot,Dermatology,4.2,67.5,37.5,79.05,217,3227,91962
Shaheed Bhagat Singh Medical Centre - Ludhiana,Ludhiana,Nawanshahr,Neurology,4.3,62.8,18.75,79.04,196,3228,92099
Medicare Healthcare - Moga,Moga,Malerkotla,Ophthalmology,4.3,62.8,25.0,79.04,201,3229,92236
City Care Medical Centre - Sangrur,Sangrur,Hoshiarpur,Cardiology,4.2,67.4,37.5,79.02,244,3230,92373
City Care Healthcare - Patiala,Patiala,Hoshiarpur,Dermatology,4.2,67.4,43.75,79.02,218,3231,92510
Shaheed Bhagat Singh Healthcare - Hoshiarpur,Hoshiarpur,Moga,General Surgery,4.2,67.4,31.25,79.02,216,3232,92647
Prime Care Hospital - Gurdaspur,Gurdaspur,Abohar,Nephrology,4.2,67.4,43.75,79.02,237,3233,92784
Medicare Healthcare - Ludhiana,Ludhiana,Pathankot,Neurology,4.2,67.4,37.5,79.02,203,3234,92921
Sunrise Multispeciality Hospital - Muktsar,Muktsar,Sangrur,Pediatrics,4.2,67.4,37.5,79.02,209,3235,93058
Sunrise Hospital - Barnala,Barnala,Rajpura,Gastroenterology,4.3,62.7,12.5,79.01,227,3236,93195
Apex Hospital - Patiala,Patiala,Bathinda,Dermatology,4.2,67.3,37.5,78.99,220,3237,93332
Punjab Multispeciality Hospital - Patiala,Patiala,Rajpura,Dermatology,4.2,67.3,37.5,78.99,219,3238,93469
Sewa Hospital - Ludhiana,Ludhiana,Muktsar,Gastroenterology,4.2,67.3,43.75,78.99,235,3239,93606
Prime Care Hospital - Fazilka,Fazilka,Rupnagar,General Surgery,4.2,67.3,25.0,78.99,217,3240,93743
Sewa Healthcare - SAS Nagar,SAS Nagar,Amritsar,General Surgery,4.2,67.3,43.75,78.99,218,3241,93880
Lifeline Hospital - Jalandhar,Jalandhar,Pathankot,Nephrology,4.2,67.3,25.0,78.99,238,3242,94017
City Care Healthcare - Muktsar,Muktsar,Phagwara,Ophthalmology,4.2,67.3,25.0,78.99,214,3243,94154
Shivalik Medical Centre - Mansa,Mansa,Amritsar,Ophthalmology,4.2,67.3,43.75,78.99,213,3244,94291
Shivalik Healthcare - Gurdaspur,Gurdaspur,Nawanshahr,Pediatrics,4.2,67.3,37.5,78.99,210,3245,94428
Shivalik Multispeciality Hospital - Nawanshahr,Nawanshahr,Pathankot,Gastroenterology,4.3,62.6,25.0,78.98,228,3246,94565
Prime Care Healthcare - Fatehgarh Sahib,Fatehgarh Sahib,Gurdaspur,General Medicine,4.3,62.6,18.75,78.98,216,3247,94702
Maharaja Ranjit Singh Medical Centre - Fatehgarh Sahib,Fatehgarh Sahib,Firozpur,Orthopedics,4.3,62.6,25.0,78.98,206,3248,94839
Lifeline Medical Centre - Mansa,Mansa,Malerkotla,Nephrology,4.2,67.2,43.75,78.96,240,3249,94976
Medicare Multispeciality Hospital - Fazilka,Fazilka,Ludhiana,Nephrology,4.2,67.2,31.25,78.96,239,3250,95113
Sunrise Multispeciality Hospital - Kapurthala,Kapurthala,Abohar,Neurology,4.2,67.2,37.5,78.96,204,3251,95250
Mata Kaushalya Hospital - Tarn Taran,Tarn Taran,Kapurthala,Orthopedics,4.2,67.2,37.5,78.96,213,3252,95387
Maharaja Ranjit Singh Medical Centre - Hoshiarpur,Hoshiarpur,Patiala,Gynecology,4.3,62.5,18.75,78.95,225,3253,95524
City Care Healthcare - Amritsar,Amritsar,Bathinda,Neurology,4.3,62.5,18.75,78.95,197,3254,95661
Healing Touch Hospital - Bathinda,Bathinda,Rupnagar,General Surgery,4.2,67.1,31.25,78.93,220,3255,95798
Sunrise Healthcare - Barnala,Barnala,Firozpur,General Surgery,4.2,67.1,31.25,78.93,219,3256,95935
City Care Multispeciality Hospital - Barnala,Barnala,Patiala,Nephrology,4.2,67.1,37.5,78.93,241,3257,96072
Shivalik Multispeciality Hospital - Malerkotla,Malerkotla,Khanna,Nephrology,4.2,67.1,37.5,78.93,242,3258,96209
City Care Healthcare - SAS Nagar,SAS Nagar,Malerkotla,Ophthalmology,4.2,67.1,43.75,78.93,215,3259,96346
Sewa Multispeciality Hospital - Gurdaspur,Gurdaspur,Jalandhar,Ophthalmology,4.2,67.1,37.5,78.93,216,3260,96483
Prime Care Medical Centre - Patiala,Patiala,Moga,Orthopedics,4.2,67.1,37.5,78.93,214,3261,96620
Shivalik Medical Centre - Amritsar,Amritsar,Sangrur,Oncology,4.3,62.4,18.75,78.92,178,3262,96757
Healing Touch Medical Centre - Moga,Moga,Phagwara,Cardiology,4.2,67.0,25.0,78.9,245,3263,96894
Sunrise Hospital - Muktsar,Muktsar,Mansa,Gastroenterology,4.2,67.0,31.25,78.9,236,3264,97031
Prime Care Medical Centre - Pathankot,Pathankot,Ludhiana,General Medicine,4.2,67.0,37.5,78.9,227,3265,97168
City Care Medical Centre - Barnala,Barnala,Firozpur,Neurology,4.2,67.0,43.75,78.9,205,3266,97305
Punjab Healthcare - Mansa,Mansa,Barnala,Oncology,4.2,67.0,43.75,78.9,190,3267,97442
Sunrise Multispeciality Hospital - Gurdaspur,Gurdaspur,Jalandhar,Oncology,4.2,67.0,37.5,78.9,191,3268,97579
Apex Hospital - Mansa,Mansa,Phagwara,Ophthalmology,4.2,67.0,43.75,78.9,217,3269,97716
Punjab Hospital - Nawanshahr,Nawanshahr,Patiala,Gynecology,4.3,62.3,12.5,78.89,226,3270,97853
Punjab Medical Centre - SAS Nagar,SAS Nagar,Hoshiarpur,Oncology,4.3,62.3,12.5,78.89,179,3271,97990
Punjab Multispeciality Hospital - Ludhiana,Ludhiana,Sangrur,Gynecology,4.2,66.9,37.5,78.87,234,3272,98127
Medicare Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Abohar,Nephrology,4.2,66.9,31.25,78.87,243,3273,98264
Healing Touch Hospital - Faridkot,Faridkot,Mohali,Oncology,4.2,66.9,37.5,78.87,192,3274,98401
Mata Kaushalya Medical Centre - Barnala,Barnala,Amritsar,Oncology,4.2,66.9,43.75,78.87,193,3275,98538
Punjab Medical Centre - Gurdaspur,Gurdaspur,Amritsar,Oncology,4.3,62.2,18.75,78.86,180,3276,98675
Apex Multispeciality Hospital - Bathinda,Bathinda,Khanna,Pediatrics,4.3,62.2,12.5,78.86,198,3277,98812
Medicare Medical Centre - Faridkot,Faridkot,Nawanshahr,Neurology,4.2,66.8,31.25,78.84,206,3278,98949
Guru Nanak Healthcare - Faridkot,Faridkot,Ludhiana,Orthopedics,4.2,66.8,31.25,78.84,215,3279,99086
Punjab Medical Centre - Moga,Moga,Jalandhar,Pulmonology,4.2,66.8,43.75,78.84,207,3280,99223
Maharaja Ranjit Singh Hospital - Amritsar,Amritsar,Malerkotla,Dermatology,4.2,66.7,37.5,78.81,221,3281,99360
Shaheed Bhagat Singh Hospital - Ferozepur,Ferozepur,Nawanshahr,Gastroenterology,4.2,66.7,43.75,78.81,237,3282,99497
Sunrise Hospital - Ferozepur,Ferozepur,Abohar,Nephrology,4.2,66.7,31.25,78.81,244,3283,99634
City Care Hospital - Jalandhar,Jalandhar,Mansa,Ophthalmology,4.2,66.7,43.75,78.81,218,3284,99771
Guru Nanak Medical Centre - Tarn Taran,Tarn Taran,Ludhiana,Orthopedics,4.2,66.7,31.25,78.81,216,3285,99908
Punjab Medical Centre - Gurdaspur,Gurdaspur,Mansa,Orthopedics,4.2,66.7,43.75,78.81,217,3286,10045
Mata Kaushalya Healthcare - Jalandhar,Jalandhar,Firozpur,Pulmonology,4.2,66.7,37.5,78.81,208,3287,10182
Sunrise Medical Centre - Tarn Taran,Tarn Taran,Abohar,Pulmonology,4.2,66.7,37.5,78.81,209,3288,10319
Mata Kaushalya Medical Centre - Pathankot,Pathankot,Patiala,Urology,4.2,66.7,31.25,78.81,208,3289,10456
Fortune Multispeciality Hospital - Pathankot,Pathankot,Sangrur,ENT,4.3,62.0,12.5,78.8,212,3290,10593
Apex Hospital - Jalandhar,Jalandhar,Ludhiana,ENT,4.1,71.3,43.75,78.79,246,3291,10730
Shaheed Bhagat Singh Hospital - Jalandhar,Jalandhar,Gurdaspur,ENT,4.2,66.6,31.25,78.78,218,3292,10867
Guru Nanak Medical Centre - Fazilka,Fazilka,Bathinda,Gastroenterology,4.2,66.6,18.75,78.78,239,3293,11004
Sewa Multispeciality Hospital - Moga,Moga,Malerkotla,Gastroenterology,4.2,66.6,43.75,78.78,238,3294,11141
City Care Healthcare - Kapurthala,Kapurthala,Malerkotla,Oncology,4.2,66.6,31.25,78.78,194,3295,11278
Punjab Healthcare - Jalandhar,Jalandhar,Pathankot,Pediatrics,4.2,66.6,31.25,78.78,211,3296,11415
Apex Hospital - Mansa,Mansa,Abohar,Urology,4.2,66.6,31.25,78.78,209,3297,11552
City Care Medical Centre - Jalandhar,Jalandhar,Jalandhar,General Medicine,4.3,61.9,12.5,78.77,218,3298,11689
Fortune Multispeciality Hospital - Gurdaspur,Gurdaspur,Rajpura,General Medicine,4.3,61.9,18.75,78.77,217,3299,11826
Guru Nanak Hospital - Rupnagar,Rupnagar,Rupnagar,General Medicine,4.3,61.9,18.75,78.77,219,3300,11963
Guru Nanak Healthcare - Fazilka,Fazilka,Gurdaspur,Gynecology,4.3,61.9,12.5,78.77,227,3301,12100
Prime Care Multispeciality Hospital - Ferozepur,Ferozepur,Abohar,Dermatology,4.2,66.5,31.25,78.75,222,3302,12237
Sunrise Healthcare - Malerkotla,Malerkotla,Sangrur,ENT,4.2,66.5,37.5,78.75,219,3303,12374
Shivalik Hospital - Nawanshahr,Nawanshahr,Jalandhar,Gastroenterology,4.2,66.5,31.25,78.75,240,3304,12511
Healing Touch Healthcare - Moga,Moga,Abohar,Gynecology,4.2,66.5,25.0,78.75,235,3305,12648
Healing Touch Medical Centre - Faridkot,Faridkot,Kapurthala,Nephrology,4.2,66.5,37.5,78.75,245,3306,12785
Punjab Healthcare - Muktsar,Muktsar,Bathinda,Orthopedics,4.2,66.4,37.5,78.72,219,3307,12922
Shaheed Bhagat Singh Hospital - Ludhiana,Ludhiana,Sangrur,Orthopedics,4.2,66.4,31.25,78.72,218,3308,13059
